id_left,name_left,description_left,price_left,cluster_id_left,id_right,name_right,description_right,price_right,cluster_id_right,label,pair_id
abt_764,panasonic black expandable digital cordless dect 6.0 phone system kxtg9348t,panasonic black expandable digital cordless dect 6.0 phone system kxtg9348t automatic clarity booster 5 hours talk time 11 days standby white backlit lcd 6-step speakerphone volume 1 drop & splash resistant phone 1.9 ghz frequency range night mode black finish,,975,buy_1075,panasonic kx-tg9391t dect 6.0 two-line corded/cordless phone combo kx-tg9391t,,149.72,149,0,abt_764#buy_1075
abt_540,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505 built-in slot loading dvd player built-in atsc/ntsc/qam digital tuning official divx ® certified pc input space saving design bottom mount stereo speakers black finish,,590,buy_954,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,831,0,abt_540#buy_954
abt_965,sanus 30 ' 58 ' visionmount flat panel tv black tilting wall mount lt25b1,sanus 30 ' 58 ' visionmount flat panel tv black tilting wall mount lt25b1 lateral shift adjustment virtual axis height and level adjustments clickstand clickfit system open wall plate black finish,199.0,762,buy_74,sanus flat panel tv wall mount vm400b,"steel , aluminum 80 lb",,68,0,abt_965#buy_74
abt_479,sony black cyber-shot digital camera dscw150b,sony dscw150 black cyber-shot digital camera dscw150b 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide black finish,,722,buy_926,sony cyber-shot dsc-w170 digital camera silver dscw170,10.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,,611,0,abt_479#buy_926
abt_614,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9341t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9341t up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,98,buy_724,panasonic kx-tg6313s cordless phone,1 x phone line ( s ) silver,,963,0,abt_614#buy_724
abt_657,panasonic dect 6.0 black expandable digital cordless phone kxtg9361b,panasonic dect 6.0 black expandable digital cordless phone kxtg9361b drop and splash resistant multi-handset capability ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black finish,48.0,254,buy_35,panasonic kx-ts208w corded phone,2 x phone line ( s ) headset white,,754,0,abt_657#buy_35
abt_990,sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u,"sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u full hd 1080p ( 1920 x 1080 ) resolution 10-bit advanced super view 120hz fine motion enhanced built-in atsc/qam/ntsc tuners 60,000 hours lamp life 10,000:1 dynamic contrast ratio 4ms response time 3-wavelength back-light system black finish",,327,buy_589,sharp aquos lc-37d64u 37 ' lcd tv,"37 ' active matrix tft ntsc , atsc 16:9 1920 x 1080 hdtv",880.72,502,0,abt_990#buy_589
abt_190,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b frequency-hopping spread spectrum technology all-digital voice mail system handles up to 4 lines tollsaver 2-way recording black finish,,292,buy_35,panasonic kx-ts208w corded phone,2 x phone line ( s ) headset white,,754,0,abt_190#buy_35
abt_326,apple 1gb silver ipod shuffle mb225lla,apple 1gb silver 2nd generation ipod shuffle mb225lla holds up to 240 songs 12 hours of continuous playback skip-free playback battery indicator shuffle switch built-in clip mac and windows compatible mb226lla silver finish,49.0,778,buy_1016,apple ipod touch 16gb flash portable media player mb531lla,"audio player , video player , photo viewer 3.5 ' color lcd 16gb flash memory",309.99,430,0,abt_326#buy_1016
abt_1076,logitech cordless desktop wave keyboard and mouse combo 920000264,logitech cordless desktop wave keyboard and mouse combo 920000264 contoured wave-shaped key design cushioned contoured palm rest adjustable keyboard height comfortable design high-performance laser mouse instant media access programmable f-keys compatible with pc and mac black finish,79.0,626,buy_244,logitech dinovo edge keyboard 967685-0403,usb,,949,0,abt_1076#buy_244
abt_11,panasonic 2-line integrated telephone system kxts208w,panasonic 2-line integrated telephone system kxts208w 3-way conference one-touch/speed dialer speakerphone white finish,,754,buy_717,panasonic sc-pt760 home theater system,panasonic sc-pt760 premium sound dvd home theater system with kelton subwoofer,319.97,383,0,abt_11#buy_717
abt_789,panasonic dect 6.0 silver digital cordless handset kxtga630s,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish,29.99,464,buy_516,panasonic kx-tg4324b 5.8 ghz expandable digital cordless phone,1 x phone line ( s ) black,78.33,569,0,abt_789#buy_516
abt_935,sony vaio ns series silver notebook computer vgnns190js,sony vaio ns series silver notebook computer vgnns190js 2.0 ghz intel core 2 duo processor t5800 15.4 ' ( 1280 x 800 ) xbrite-eco widescreen display 250gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory 800mhz front side bus speed 2mb l2 cache genuine microsoft windows vista home premium 64-bit blu-ray drive ( read only ) silver finish,,304,buy_859,sony z591u/b notebook vgnz591u/b,"sony vaio z591u/b laptop intel centrino 2 core 2 duo p9500 2.53 ghz , 4gb ddr3 , 320gb sata hdd , 13.1 ' lcd , br-rom/dvdrw , 802.11 a/b/g / n , bluetooth , windows vista ultimate",2849.99,389,0,abt_935#buy_859
abt_43,panasonic genius prestige inverter microwave convection oven nnc994ss in stainless steel nnc994ss,panasonic genius prestige microwave convection oven nnc994ss 1.5 cubic foot capacity 1100 w microwave inverter power 1500 w convection power genius sensor cook two level cooking half mirror finish glass door stainless steel finish,,482,buy_347,panasonic 2.2 cu . ft. stainless steel luxury full size countertop microwave oven nnsd967ss,,,243,0,abt_43#buy_347
abt_235,lg lrbp1031 white bottom-freezer refrigerator lrbp1031wh,lg lrbp1031w 10 cu . ft. white bottom-freezer refrigerator lrbp1031wh 2 tempered glass shelves 3 see-thru freezer drawers with ice trays 2 vegetable crispers electronic temperature controls multi-air flow cooling quick freezing drawer door open alarm energy saving vacation mode,,181,buy_772,lg 24.7 cu . ft. stainless steel french door bottom mount refrigerator,,,724,0,abt_235#buy_772
abt_741,sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100,sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish,,290,buy_1077,sony bravia xbr series kdl-52xbr6 52 ' lcd tv kdl52xbr6,"52 ' active matrix tft atsc , ntsc 16:9 1920 x 1080 dolby , surround hdtv 480i , 480p , 720p , 1080i , 1080p",2573.72,910,0,abt_741#buy_1077
abt_597,transcend 4gb micro secure digital memory card ts4gusdhc6,transcend 4gb micro secure digital memory card ts4gusdhc6 4gb microsd card with adapter compatible with cell phones and mobile devices with microsd input mechanical write protection switch includes adapter to fit sdcard slot for data transfer compliant with secure digital music initiative black finish,,49,buy_289,transcend 4gb secure digital high capacity ( sdhc ) card class 6 ts4gsdhc6,transcend 4gb sdhc class 6 secure digital high capacity card,5.74,233,0,abt_597#buy_289
abt_985,panasonic silver 8.1 megapixel digital camera dmcfs3s,panasonic silver 8.1 megapixel digital camera dmcfs3s 8.1-megapixel 33mm lens 3x optical zoom intelligent auto mode 2.5 ' diagonal intelligent lcd mega optical image stabilization intelligent iso control face detection hi-speed burst mode silver finish,,899,buy_736,canon eos rebel xsi digital slr camera silver 2757b001,12.2 megapixel 3 ' active matrix tft color lcd,,750,0,abt_985#buy_736
abt_15,panasonic hands free headset kxtca92,panasonic hands free headset kxtca92 comfort fit with fold design noise cancelling microphone volume control mute standard 2.5 mm connection,25.0,479,buy_299,panasonic kx-tg1032s dual handset digital cordless phone,1 x phone line ( s ) headset jack silver,61.14,891,0,abt_15#buy_299
abt_270,panasonic countertop microwave oven in stainless steel nnsd667ss,panasonic nn-sd667s countertop microwave oven in stainless steel nnsd667ss 1.2 cubic foot 1250 watts high power 10 power levels 5 cooking stages quick minute easy-to-use pop-out dial one-touch sensor cooking inverter turbo defrost multi-lingual menu action screen popcorn key stainless steel finish,,330,buy_345,panasonic nnsd767s 1.6 cu . ft. stainless steel countertop microwave oven,,,520,0,abt_270#buy_345
abt_813,samsung stereo bluetooth headset in black sbh500,samsung stereo bluetooth headset sbh500 integrated microphone receive inbound calls enjoy full fidelity and premium audio sound 12 hours talk time 11 hours play time 205 hours of standby time send & end function 3-way calling wireless stereo music streaming black finish,,187,buy_927,jabra bt2070 bluetooth headset 100-92070000-02,,,32,0,abt_813#buy_927
abt_242,pioneer cd-i200 ibus interface cable for ipod cdi200,pioneer cd-i200 ibus interface cable for ipod cdi200 direct connection for your ipod fast and easy control of your ipod easy connection to compatible pioneer units black finish,,72,buy_748,pioneer direct control cable cd-iu230v,"1 x proprietary 1 x type a usb , 3 x rca",41.44,36,0,abt_242#buy_748
abt_432,canon green photo ink cartridge cli8g,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,1012,buy_101,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16,203,0,abt_432#buy_101
abt_850,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,607,buy_676,speck products seethru case for apple macbook air mba-pnk-see,plastic pink,,235,0,abt_850#buy_676
abt_677,sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",,668,buy_834,sony bravia m series kdl-26m4000 26 ' lcd tv kdl26m4000,"26 ' atsc , ntsc 16:9 1366 x 768 hdtv",538.72,826,0,abt_677#buy_834
abt_993,canon black ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002,canon black ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002 15 elements in 10 groups lens construction 4.9 feet closest focusing distance 6-group helical zoom 58mm filter size black finish,,837,buy_655,canon ef-s 55-250mm f/4 -5.6 is telephoto zoom lens 2044b002,55mm to 250mm f/4 to 5.6,232.98,126,0,abt_993#buy_655
abt_554,logitech harmony one advanced universal remote control harmony1,"logitech harmony one advanced universal remote control harmony1 one-touch access to your entertainment replaces up to 15 remotes full-color touch screen sculpted , backlighted buttons in logical zones ergonomic design rechargeable guided online setup world?s largest av control database/915 -000035",249.0,261,buy_122,logitech harmony 890 advanced universal remote 966193-0403,,248.9,2,0,abt_554#buy_122
abt_536,sony silver digital voice recorder icdb600,sony silver digital voice recorder icdb600 512mb built-in flash memory up to 300 hours of recording time 3 recording modes 4 message folders large lcd display voice operated recording 250mw speaker output date and time stamp silver finish,39.0,163,buy_401,sony vrdmc5 digital video recorder,"dvd + rw , dvd-rw , dvd + r , memory stick , memory stick duo , secure digital ( sd ) card , xd-picture card , compactflash ( cf ) dvd video , mp3 1 disc 12hour recording",166.29,846,0,abt_536#buy_401
abt_108,logitech harmony 890 advanced universal remote control h890,logitech harmony 890 advanced universal remote control h890 quick and simple set up advanced online setup and update wizard uses both radio frequency ( rf ) and infrared ( ir ) wireless signals integrate up to 15 devices 8 on-screen activity buttons rechargeable lithium ion battery and charging station included fully backlit comfort-grip shape,,2,buy_123,"logitech harmony 890 advanced universal remote hdtv , tv , dvd player ( s ) , lighting , audio system 100 ft universal remote 966193-0403",,335.11,2,1,abt_108#buy_123
abt_881,sony 52 ' bravia xbr series black lcd flat panel hdtv kdl52xbr6,sony 52 ' bravia xbr series black lcd flat panel hdtv kdl52xbr6 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine ii technology advanced contrast enhancer ( ace ) 24p true cinema 120hz refresh rate with dejudder processing bottom-mounted speaker black finish,,910,buy_839,sony bravia s series kdl-46s4100 46 ' lcd tv kdl46s4100,"46 ' atsc , ntsc 16:9 1920 x 1080 hdtv",1188.65,668,0,abt_881#buy_839
abt_576,canon silver 10 megapixel powershot digital camera sd790is,canon silver 10 megapixel powershot digital camera sd790is 10.0 megapixel 3x optical zoom optical image stabilizer 3.0 ' purecolor lcd face detection technology motion detection technology digic iii image processor red-eye correction silver finish,,767,buy_507,canon dc320 digital camcorder 2691b001,canon dc320 dvd digital camcorder,299.99,298,0,abt_576#buy_507
